Abstract,GreenV
method recovering valuable materials lithium batteries wherein lithiumtransition metal composite oxide used positive electrode active material disposal sheeted disposed collector immersed oxalic acid solution virtue treatment step component contained leached using oxygen gas produced reaction attachments selfdetached transition converted insoluble compounds oxalate etc thus simple means filtration easily separated,1
herein disclosed process recycling electrode material lithiumion batteries comprising harvesting mixture anode cathode materials waste separating means dense liquid separation mixed suspended density rises top sinks bottom thus separated easily collected purified regenerated reuse new providing efficient lowcost method active,1
apparatus method transporting used damaged defective galvanic cells impeding combating safetycritical states particular lithiumionbased andor lithiumion polymer includes outer container defines space inner arranged spacers order maintain distance bottom faces accommodating least cell free intermediate spaces filled fire protection agent composed inert nonconductive nonflammable absorbent hollow glass granular material,1
disclosed process removing metals waste particularly electronic “ewaste” generally includes steps dissolving least nitric acid reagent causing precipitate metal oxides andor nitrates nox gases produced byproduct dissolution metallic components reused particular generating permanganate one comprises manganese,1
disclosed electrode comprising organicinorganic composite introduced onto either surface surfaces thereof inorganic particle aggregates unique spectrum color pattern according predetermined rule polymer capable interconnecting fixing particles also electrochemical device method identifying origin kind using,1
transporting apparatus least one electrochemical energystorage means accommodating hazardous substance part safety device safeguarding hazard situation caused accommodated,1
present invention provides method recovering oxidecontaining battery material waste recovery includes steps order step immersing base taken solvent substantially dissolve oxide stripping thereby separating,1
disassembled battery methods disassembling provided holes formed enclosure fluid injected inactivate electrolyte inside cut define strips peeled back expose core extracted recycled,1
method apparatus comprising used batteries surface charging automobile battery charge provides time limited window start vehicle charged example use environmentally effective manner deal tremendous amount discarded worldwide year may comprise circuit allow recharging “nonrechargeable” least destination embodiments led signify target comprises sufficient warrant attempt engine small portable device stored anywhere,1
method treating fluorinecontaining liquid electrolyte alkali added hydrolyze carbonate esters said fluorine phosphorus fixated heated vaporize volatile components therein organic solvent component recovered gas resulting vaporization,1
invention discloses process preparing lithium battery cathode material using waste zincmanganese batteries comprises steps crushing collecting zinc compound adding dilute hydrochloric acid solution magnetically stirring dissolved filtering prepare chloride trisodium citrate deionized water constant speed completely prepared absolute ethyl alcohol obtain mixed preparation precipitate washed carbonized product b substantially mixture oxide nano carbon porous step bridge channels among particles promote transfer ions electrons limit reaction electrolyte used negative electrode charging discharging effects influenced,1
process developed recover recycle metals present spent batteries including alkaline alone mixed types method shows good potential terms recoveries efficiencies economic feasibility firstly crushed optionally frozen case undesirable parts plastics steel cases papers etc removed screening collected powder containing solution sulfuric acid presence reducing agent solidliquid separation carried filtration leachate purified order selectively purification steps consist recovering zn solvent extraction followed electrowinning b simultaneously mn cd c mixture precipitating pure carbonate form e removing impurities effluent obtain f ni,1
present invention relates kind recycling reusing methods waste old lithium ion battery comprising following steps placed closed box disassembled obtain active anode compartment piece collected cleaned deionized water ethyl material dried recovered cleaning room temperature appropriate drying taken added ophenyl phenol solution certain amount ammonium persulfatesodium bisulfate generates degradation phenolcompared prior art timeliness short easy operate one hand solves problems secondary pollution caused environment metal extraction；on used processing sewage difficult degrade cost saved created environmental benefit,1
invention discloses waste battery crushing classifying equipment comprises main machine body wherein cavity arranged device batteries separation communicated lower side separating plastic products crushed transmission right cleaning flushing separated driving extending leftwards rear simple operation low manufacturing cost clean reuse useful materials filter purify generated liquid ensure reaches discharge standard thereby achieving purposes saving resources protecting environment,1
invention discloses shelling device outer plastic shell battery comprises feeding mechanism thermal cutting inclined conveying slide rail blanking successively arranged wherein bracket plasticclamping mechanical arm top block column clamping jaw baffle vertically lifting form fixedly mounted horizontal moving manner penetrates moves toward away halfshelling fullshelling operation tobeshelled realized separated cell largebatch complex process quickly completed compared manpower advantages working efficiency increased full automatic production,1
embodiments related recycling alkaline batteries disclosed one embodiment method battery basic electrolyte comprises rupturing anaerobic conditions flooding interior carbon dioxide chamber,1
invention provides battery shell breaking disassembling apparatus comprises feeding device vertical annular cutting rotatable telescopic clamping separating core pushing electrical discharging groove arranged frame placed behind tool direction one side opposite sequentially provided inside outside rear end realizes automation separation collection reduces wearing degree improves working efficiency,1
present invention relates kind old useless battery sorting unit particularly efficient separation devicethe technical problem solved provide devicein order solve abovementioned provides device feed hopper onelevel prismatic block rewinding basket right slide rail sliding base long stroke expansion link etc included；prismatic provided arranged side unita using carry primary screening profile reclaiming coming,1
invention discloses device capable recycling electric quantity waste dry batteries classified mode comprises classifying wherein shell arranged right side first placing space long shaft rotatably inner walls upper lower three power pumping mechanisms wall vertically top bottom,1
high purity mno zinc oxide may efficiently recovered alkaline andor carbon batteries using process involving treatment crushed alkali hydroxide produce insoluble manganese oxides zincate solution obtained reacting dioxide acid mineral furnacing converted inert atmosphere,1
invention discloses quick waste battery shelling device comprises working box cavity wherein positioned upwards opened first transmission arranged lower side characterized lifting devices clamping plate clamp shell scratched cutting knife cannot scratch inner core air supply fan blade blow peeled suction suck blown collection complete class quickly separated conveniently recycled,1
invention relates battery outer membrane removing device comprises second base side wall cutting mechanism end demolding conveying line wherein arranged sequentially penetrates used facilitate subsequent remove peeling according equipment continuous flow operation removal realized success rate ensured manual participation reduced working efficiency improved,1
equipment invention discloses kind household old useless battery environmental protection forcible entry resource reutilization includes separating tapered hopper sieve outlet connects every layer conveying railcar mixture connected first multilayer bolter rear end respectively provided vibration feeding pipe sorting dismantling battery；the cutting cushioned conveyer belt splits second expected sieving upper distributed multiple tools along circumferencial direction blade length tube tool arranged parallelthe recycling reusing batteries production line present formed overcomes shortcomings disposably crushed prior art difficult garbage object,1
battery recycling method used recycle batteries one cell sites includes uniquely identifying marking packaging removing staging facility plurality insulation material providing packaged tracking foregoing step certificate operator evidencing successful,1
invention discloses method improving leaching efficiency manganese waste zincmanganese batteries use ultrasonic technique comprises following steps firstly splitting screening cathode materials obtaining material powder virtue soaking suction filtration washing drying grinding dispersing secondly performing reaction action sulfuric acid agent hydrogen peroxide reducing adopted time shortened process improved,1
present invention relates rechargeable battery including casing containing therein air electrode negative electrolyte taken also cathode compartment said includes insertable without part removably movable,1
invention concerns process related treatment plant flat znmn alkaline batteries comprises following stages,1
invention relates method recovering cobalt lithium oxide waste ion battery positive material comprises following steps discharging dismantling obtain plate roasting waterdissolving filtering mixing potassium sulfate mixture ballmilling loading product absorption device converting acid preparation exhaust introducing converted gas going satisfying emission standard atmosphere taking leaching water adding carbonate solution supplementing filter residues compressing therbey obtaining excellent electrochemical performance filtrate crystallized,1
invention relates field batteries particular waste dry battery recovery device technical problem follows provides scheme comprises conveyor belt mechanism cutting energy gathering ring separating twopole mechanisms mixture removing cleaning control screen arranged separation conveying provided connected recycling equipment used classifying different materials greatly improves efficiency,1
present invention relates kind old useless battery reclaimers including support baseboard supporting rack three fixing devices apparatus adjusting position cutter device separator mounted top cutting sliding slot provided left side square groove uniformly installation upper end distributed right connected baseboardthe solve existing recycling carbon fixed cut limit carried shaking automatically positive terminal separately separated individually carbonpoint needs manually carry problem clearing,1
invention discloses lithium battery crushing method module comprises following steps starting gas protection device introducing flameretardant box reducing oxygen concentration reduced placing feeding mechanism conveying disassembling less equal percent closing stopping opening crushed discharging material receiving carrying next procedure production finished introduction stopped waste discharged soon possible discharge channel returns normal according broken disassembled without safety personnel ensured meanwhile working efficiency greatly improved,1
present invention provides kind recovery treatment methods spent alkaline manganese dioxide battery positive electrode following steps included separates extracts volume fraction used rinse ‰ dust technology drying obtains product deg c roasting temperature hour obtain ball milling mixed carbon nanotube conductive solution manganomanganic oxide composite mortar millingpositive improved chemical property simply processing method field batteriesthe also using obtained supercapacitor application lithium ion air cell,1
"disclosed process system removing metals waste particularly electronic ""e waste"" generally includes steps dissolving least causing precipitate metal oxides andor nitrates include multiple tanks locations precipitating preferably also reclaim gas regeneration nitric acid",1
method embodiments useful recycling spent lithiumion battery lib electrodes extract critical andor valuable elements libs provided involve mechanochemical processing presence certain chemical agents recover products include limited metallic solids elemental metals metal alloys inorganic compounds salts organometallic derivatives desired separated byproducts contaminants processed electrode materials orand substances,1
present invention relates process recovery transition metals batteries comprising treating metal material leaching agent yield leach contains dissolved salts nickel andor cobalt b injecting hydrogen gas temperature °c partial pressure bar precipitate elemental form c separation obtained step,1
present technology relates processes recycling alkaline andor carbon zinc batteries particular process provides consistent measurable amount material eg discarded recycled may enhance recovery certain materials,1
invention provides battery dismantling equipment comprises feed chute adjustable annular tangent clamping mechanism cutting device least one separating fixed groove clamp wherein arranged rear part straight line side tool vertical first support frame provided installation plate grippers two ends simple structure convenient use shell safely efficiently separated core,1
invention discloses waste battery recycling system method dry batteries subjected two crushing obtain components powdered carbon paper film plastics rods iron zinc copper dried mercury removed sent vibration sieve separate remaining next device time blower suction fan arranged sides line lighter containing blown storage barrel space bag conveyor belt magnetic separation isolate crushed biaxial crusher separated eddy current separator carry effective environmentfriendly harmless treatment realizes self existence continuously fixed mode resources,1
process separating rare earth elements ree ca mg nonree comprises raising ph acidic aqueous solution adding nano micro nom particles silica titanium oxide surface agitating suspension h provide adherent crystallization hydroxide releasing treatment acid form salt formed comprising preferably provided leaching mineral base bring precipitated,1
invention discloses method preparing nano zinc powder employing waste zincmanganese battery comprises following steps simply disassembling putting outer skin vacuum furnace highpurity plurality shapes controlling heating temperature nitrogen pressure strength condensation base like virtue evaporation inert gas methods disclosed rich heavy metals lead manganese environmental pollution caused reduced thus wide application prospect fields batteries zincrich primers pesticides composite material additives catalysts,1
“method recycling used lead acid batteries electrolytic solution” especially automotive following stages sulfuric solution derived cutting goes drying bed quick filters composed layer crushed rocks “bidim” sand press filter retaining solid particles reactor suffers forced decantation process heavy metals contaminants carried adding liters aluminum dioxide kilos lime form milk polychloride flocculent grams acrylic acrylamide polymer diluted water every shaking left rest minutes soon floating part bag polyethylene sheet cartridge sent reservoir stored decanted beds materials percolated one reprocessing method described reaching storage tanks low levels ppm order assure greater safety loading containers carry recycled product polyester companies raw material,1
invention discloses automatic metal collecting device waste battery comprises installation cavity arranged box wherein driving motor fixedly rear end face rotatably connected shaft upper bevel gear first fixed block driven lower meshing transmission advantages various substances mercury manganese lead like high value even nonrenewable disposable resources environmental pollution relieved collected heavy poisoning condition processing personnel different melting points metals plastics good effect achieved,1
invention discloses battery recovery method characterized comprising following steps comprises concentrate place shelling well high temperature smelted metal separation refining mechanism disassembled includes conveyer belt first cutting device turns second accomplish two sides turn rotate rethread face cuttings remove case last solved equipment got rid equidimension simultaneously reduce wearing tearing,1
invention discloses method preparing raw material manganese series ferroalloy waste zincmanganese dry batteries belongs fields harmless treatment well substance reutilization comprises following steps firstly crushing hammer crusher obtain mixture heating vacuum furnace discharging gas removing dust recovering mercury condenser increasing temperature decompose evaporate volatile substances cooling residues room along performing screening remove iron sheets copper like adding binding agent pelletizing finished pellets directly serve simple technological process high recycling efficiency small energy consumption low equipment investment free secondary pollution capable harmlessly,1
invention relates method treating alkaline saline batteries including mechanically grinding said obtain battery homogenate least one separation making possible isolate black mass acid leaching mixed solution manganese zinc salts solidliquid recover precipitation form sulphide selective recovery compounds,1
system method auditing device processing electronic devices detect cpi may include user interface communicating information receiving input also number interfaces operable communicate one memory store plurality libraries providing detecting including makes models configurations logic utilize included testing record identification response present alert associated indicating,1
system method processing electronic devices determine removal customer personal information cpi device connected test number including received determining removed sources include makes models determination whether included made identification recorded response cleared form metadata reported,1
systems associated methods recycling performing processes consumer electronic devices described herein various embodiments present technology includes enabling eg retailer identify evaluate used preowned device mobile phone laptop etc facilitate purchasing evaluator input hub together purchase aspects,1
provided automatic classification system designed based technical framework garbage classified recycled pollution reduced waste maximum cost box doublelayer structure wherein upper throwingin opening camera mounted top partition layer installation solar panel storage battery meet power supply requirement captures thrownin uses recognition algorithm recognize classify classes lower doublebox multibox according class mechanical electric control part arranged joint two steering engines used respectively controlling rotation baffles baffle automatically drive fall boxes corresponding realized disclosure,1
system disclosed managing waste services performed service vehicle may least one sensor disposed onboard configured generate first signal indicative completed also computing device communication determine based second selectively electronic response performance,1
apparatus method selectively sorting postconsumption items associated radiofrequency tags based data received rf tag one embodiment includes conveyor picker arm reader another receptacle holding retrieved,1
invention relates medical waste management weight verification method used carrying generation point final disposal relay points levels weighing pasting information label uploading initial cloud platform warehousing exwarehousing processes matching according controlling whole life cycle control repeated performed process storage transportation thus effectively preventing existence leak enhancing safety closedloop system enabling lawless persons inorganic,1
disclosure relates method device collecting garbage includes acquiring type collected determining collector recycling controlling output first prompt message user put,1
system disclosed auditing waste retrieved service vehicle may optical sensor mountable onboard configured capture image data associated falls completion activity also least one controller communication generate alert recommendation regarding mix based,1
method municipality control track monitor waste refuse receptacles requires permit use receptacle issuing organization issues associated discreet identifier rfid tag provided attached transmits signal carrying data may read portable reader carried municipal personnel record violations code,1
refrigerant life cycle management compliance tracking monitoring system method maintaining large quantities stored transported bulk tanks containers customizable used store track compile regulatory status information data relevant quality custody tank contents allow access database officers inspectors required reporting accessible web browser mobile application,1
disclosure generally relates systems methods automated object identification pricing waste removal transport services exemplary embodiment utilizing mobile device capture scene items requiring andor performing spatial recognition objects provide cost service,1
provided service system allows user charge repeatedly use secondary battery exchanges pack charged exchange terminal connected management server includes information obtaining unit obtains charging discharging charges discharges power generation generates amount electricity based database stores distributed contractor verification verifies stored calculation calculates,1
system provides method automate complex processes occur endoflife hardware assets time increase resale value using manager able identify scalable number systems secure disk wiping diagnostic testing audit license recovery backup tasks schedule driven one embodiment performed multiple simultaneously minimizing usage network bandwidth agentless restoring operating hard drives wiped diagnostically capturing detailed information supplied potential buyers new users repurposedrefurbished components,1
system collecting endoflife mobile phones includes kiosk apparatus performing authentication procedure request made using registration information including registrant phone barcode label issued number input according identifying storing discharging checking presence attached thereto whether terminal normal put therein integrated operation operating program communicate plurality apparatuses network issue corresponding check statistically analyze individual collection amount,1
sensor device used remote monitoring waste within container includes arrangement generating corresponding wasteindicative signal data processing receiving wireless interface coupled enabling emit signals including information derived power source providing operate additionally temperature measuring least operable switched second reducedpower mode first activated function measured enables saving increased service life battery,1
waste collection system includes containers receiving sensors associated server signals determines container needs collected location whether vehicle accessible notification sent operator moved optimal strategy collect determined routed,1
orderreception system subsystem receives customer order information including andor support request business management customerinformation database storing regarding price commodity purchased frequently cost requested set seller orderentry performs processing based delivery arranges providing,1
system includes digital media creatordestroyer apparatus receiving storing remote source generating multiple transferable copies destroying unused housed within retail store similar outlet displays enduser purchasers provides retailer control single level regional national inventory distribution destruction music movies video games computer software ring tones cell phones etc stored compact disks capable transferring eliminates cost inefficiencies return,1
according one embodiment pos device includes housing cover first detector driving mechanism accommodation chamber configured accommodate product rfid tag attached opening portion putting formed open close detect whether person present near transition closed state closes opens based detection,1
methods apparatus managing information relating recycling activities described one embodiment herein directed method accessing aggregated use andor display connection accountbased program comprises receiving first second container concerning plurality containers transaction stored associated account least consumer response query transactions enable,1
approach provided analyze consumer behavior data location corresponding consumers identified discarded tagged packages received include wireless tags associate product identifiers refuse collection point read eg using rfid reader reading retrieves associated stored store consumption maps generated,1
methods systems apparatus administering recycling program one vendor participants exemplary method involves electronically receiving indication quantity recycled goods corresponding least calculating coupon value applicable purchase new based part transmitting andor storing provide consumer reward providing,1
method identify manage recyclable materials includes steps identifying using mobile device material based detected oscillation frequency oscillator associated communicating information controller comprising identification location creating scheduling instructions identified,1
method system provide support instructing user appropriate solid waste receptacle discard item based identification image captured prior discarded classified type associated recommended disposition dispose instructed,1
electronic terminal described us context recycling activity located return center provide consumer access consumer's account information include scanner identifying methods operation also,1
battery swapping systems methods embodiments herein disclose enable module station wherein provide user based plurality factors comprising weather parameters application behaviour present device enables connect provides information determine least one suitable managing second life,1
method system automated verification receipt identification andor storage surgical instruments includes least one image capture device structured captured data set may include among control compare plurality reference sets identify discrepancies including absence management adapted receive identifier corresponds identified use determine course action,1
system computer program product communicating recycling user activities vehicle including receiving information associated via webbased interface street address contact reward point total data associating unique identifier periodically storing updating account identified database converting geographic coordinate realtime location wireless network comparing received determining whether within predefined distance retrieving recyclable determined transmitting electronic communication,1
invention provides remanufacturing evaluation system method waste parts wherein comprises recovery module disassembly cleaning detection based life cycle remanufactured products remanufacturability evaluated basis index set established related satisfaction degree indexes collected adopting kj importance comparison matrix among introduction maximum dispersion analysis fuzzy extension level effectively calculate weight also reduces subjectivity expert scoring process scientifically sequencing calculated comprehensive value evaluating manufacturability making corresponding decision according conclusion simplify efficiency greatly improved,1
method billing customer waste collection includes step identifying amount recyclable also determining credit based reporting container use recycling system described structure containing indicia disposed identifies value contained,1
solve problem waste management resourceswasteful involved setting information defining access rights multiple users single file differing attributes system db operating database managing accounting local storing data holds records combination user group server adds additional,1
process processing return products single location including forecasting parts necessary refurbishing certain type returned product receiving analyzing determine refurbish forwarding within received utilizing manner determined,1
product lifecycle information management system using ubiquitous technology provided includes service manager comprises repository registering multiple interface agents ias providing registered neighboring units connected order register provide use include integrated data storage storing model ontology device unit apparatus external interfaces user terminal application,1
methods systems encouraging recycling used items disclosed central authority receives indication plurality determines deposit value item based least amount identity one recyclable materials included sold retailer invested usable life span sends message returned reimburses return investment provide subsidies manufacturers material incentive purchase recycled,1
method system recycling electronic waste provided includes detecting devices location user mobile device identification data identifying retrieved status determined analyzed respect values options score generated comparative analysis executed recommendations associated presented via hardware selects option process selection enabled,1
present disclosure describes various embodiments methods systems providing kiosk couponpromotion information selected physical location owner located server computer connected kiosks communication network may include wired wireless link database stores couponspromotions transmitted individual stored memory sent one operator chooses update another embodiment sends identifying analyzed determine new available,1
method paying fee recycling used product disclosed includes steps managing id information recycle certificate issued sales indicating sold discharger corresponding relation form calculating price based contents demanding receiving calculated demanded result account fees among plural entities involved settled accurately properly,1
present invention relates integrated management system controlling garbage collecting vehicle issuing ordering meterrate payment certificate bag includes local government terminal generating identification code request information user standard quantity order regarding server including part scan extracting collector receiving transmit thus capable planning updating optimal collection route reflecting state real time,1
present disclosure provides automated waste collection system communication client device payment processor including vehicle onboard comprising transceiver first memory bin computing mounted second geofence defined location data said configured communicate wirelessly one another verify based user account associated requested service,1
response order user new expendable container supplied exchange possessed price ink supply determined based expendablerelated information indicates least model thereby promoting refilling recycling containers discounted remaining whereby discarding discouraged thus contributing protection environment,1
methods apparatus provided managing information relating consumer recycling activities one embodiment method returns beverage containers redemption kiosk offering significantly improved experience rather wait attendant count provide value exchange account maintained containers' ascribed projects neat sanitary appearance designed situated parking lot outside retail location occupy valuable floor space captured analyzed support marketing,1
system disclosed managing offloading service performed vehicle disposal site may identity detection device configured generate signal associated scale weight indicative amount waste material disposed least one processing unit communication correlate customer previously onloading based automatically invoice,1
invention measurement tracking system providing periodical waste collection service right time large cities also quick intervention negative situations container,1
cash recycler includes one universal cartridges storing may exchanged different types recyclers swapping allow improved efficiency handling device detected need additional currency removal surplus unfit services,1
method apparatus utilizing processing distributing accompanying business model sea algae particularly forced cultured kombu prevent expansion global warming encouraging repurchase paying purchaser back constant rate part profit sales omission right depends upon absorption fixation ability,1
present invention provides machines methods apparatus automatically vending damping delivering returning large heavy product containers water bottles embodiments provided gently transfer one level another inside machine including adjustable support rails handling different sized delivery use features may single multiple controlled computer processor,1
invention discloses waste mobile phone multiscale feature depth forest recognition method facing intelligent recovery equipment characterized existing image preprocessed features reserved cut interference background information reduced extracting directional gradient histogram hog identified finally identifying using characteristic input adopting df model,1
closed waste management system method disclosed invention allows generator operator maximize value processing collected according variable costs benefits may depend location intangible accurate accounting within organization also recordkeeping compliance issues relating disposal,1
colored transparent glass separated recycled collecting separately packing wastes without exception brand company reintroduced economy waste collectionrecycling process motivates users supplying advantages particular rewards solution reduces total costs recycling offering working method eliminating “transfer csf collectionseparation facility separation” step collection,1
invention applied technical field communication environmental protection equipment provides recyclable resource managing system method comprises plurality recovery terminals background server distributed different areas communicate wireless network wired terminal information displaying module identity acquiring object state monitoring video unit data according resources recycled capable recycling trading performed amount user corresponding carbon coins given reward commodity transactions allowed classification inhabit people favorably developed,1
invention relates closed loop process system collecting recycling materials commonly used packaging comprises steps sorting items containing material recycled creating one datasets relating portions sorted information quantity origin well identity brand type andor quality registering least optionally also blockchain embodiments comprise performing software assisted item recognition determining property,1
material waste screening provided sensor obtains data related object processor classifies based identify recycle category open bin identified instruct operator deposit opened determine level compliance create least one new instruction increase,1
invention relates tracking analyzing human behavior network granting compensation participants adjusting rewards said behaviors associated improving recycling habits,1
provided herein database structures systems methods anonymous information exchange platform described may comprise blockchain decentralized networks peertopeer technology cryptographic techniques andor combination thereof past present actors associated topic eg product flexibly implementing question answer protocols,1
method system distributed asset location monitoring may include determining current device mobile electronic sending assettracking receiving previous storing record examples includes readable writable near field communication nfc tag causes written environmental data logger store including temperature humidity barometric elevation acceleration,1
present invention relates kind shopping bags manage system including recycling machine service platform host bag provided identification code codereading apparatus governor circuit used read information corresponding transferred host；recycling includes damage detection device holding recycles refusing recycle recycled identifying whether damaged foreign matterby setting effectively detected harvest removal process realize reduce waste,1
system disclosed managing waste may include first portal generate information associated collection final disposition solid second protocol registering verifying accounting amount diverted landfill recycling facility processing unit configured receive determine baseline carbon footprint based reduced resulting content diversion also register footprints coin offset selectively cause least one shown display,1
container provided liquid containing supply discharging electronic component allowed store data concerning contained exchange external device takeout step take cartridge spent screening screen reusable components removed attaching attach screened new write cause information,1
system method manage collection waste resources may include nontransitory computer readable medium store instructions executed processor perform operations collect plurality customers embodiments plan processing allocate rewards based respective recycled also resource management server communication interface network order communicate database customers' information along allocated,1
invention relates system providing location information residing network respect service provider property comprising apartment condo association provided geofence located within,1
custom fitted helmet method making comprise first location obtaining head data customer's comprising length width least one contour processor generating computerized threedimensional headform matching compared safety standard second different based formed wherein customfitted satisfies comprises inner surface topography conforms home store photographic images deformable interface member disposed,0
protective gear includes outer shell layer connected middle energy impact transformer inner layers flexibly connect absorb forces rotational shear etc allow various move slide relative may constructed using gels fluids electrorheological elements magnetorheological formed helmets body protection activities protect users penetrative well,0
provided helmet engageable human head portion includes inner shell outer shock absorbing layer located include least one structure defined plurality interconnected surfaces openings inbetween designing process including steps providing virtual model positioning curves shellouter generating minimal manufacturing conceiving using additive,0
energy absorbing liner system method making preferably thermoforming helmet inner positioned inside shell thermoformed interconnected modules nondestructively rebound one impacts least layer basal portion upper lower sections viewed relation wearer's head section units provided wall domed cap faces outer partially cushion blow imparted object comfort tiered arrangement layers relatively compliant thus provide comfortable yet firm fit upon wearer,0
garment worn wearer impact absorbing material comprising arrays various hexagonal deformable polygonalshaped structures positioned exterior surface interior force applied materials deform eg buckle desired manner reducing received,0
strong lightweight impact resistant helmet system protects wearer injury minimizes bodily players brought contact therewith blocking tackling events weight reduction achieved reinforcing inner outer surfaces shell long length high strength fibers orientation fiber lengths aligned generally direction tension compression forces imposed surface reinforcement geometry permits use thin efficient absorption accomplished limiting bend curvature produced location increases area pliable padded made energy absorbing polymeric foam disposed within rests wearer's head held place attachment mechanism associated absorbed contacts compresses reduced spreads large load experienced decreased,0
body protecting device wearing user comprising array energy absorbing cells wherein cell comprises tube substantially side wall near adjacent least another configured orientation maintained load applied parallel axis,0
fiber reinforced resin composite ballistic protection comprising plurality first second plies wherein comprise woven fabric polymeric russell tightness factor cover least impregnated weight percent total plus ply comprises regions distorted orthogonal state distortion angle degrees may third surface area greater ratio number,0
shockabsorbing helmet sporting activities eg including least one damping layer covering portion user's skull inner cap adapted inserted partially protective comprising bladder volume defines initial thickness locally customization configuration includes mechanism adjusting enabling upon compression discharge fluid contained decrease providing localized reduction order conform morphology,0
invention relates protective sports helmet purposely designed selected group wearers amongst larger population multistep method design starts collecting information players may include shape player's head impacts player sustained processed create sorted categories advanced mathematical techniques utilized sort groups data sets based attributes identified another process optimized prototype models complete determining structural chemical composition manufacturable mechanical properties substantially similar model physical prototypes created tested using unique standard derived associated pass testing manufactured actual stock helmets components future whose characteristics place within,0
backandforth length righttoleft width head helmet wearer input computer dataprocessed type size matches matching data selected displayed window like obtained easily together even shape different average human wear matched substantially optimally performing comparatively simple adjusting operation accordance,0
invention relates antiballistic articles comprising stack sheets sheet one monolayers polyethylene fibers thermoplastic binder wherein specific energy absorption sea article greater maximum % thickness increase measured c less storing hours,0
helmet customfitted wearer's head methods making provided method includes steps positioning shapeforming means hardening provide hardened headform substantially conforms shape stretchable beanie cap coated impregnated curable polymeric material heatsoftenable plastic sheet strip plurality strips tape wrapped headwrap made used cast plaster fixture use “male” member mold casting energy absorbing foam liner inner surface conforming alternatively alternative digitized produce computerreadable data suitable machine cnc router premade “blank” thereof complementary contour,0
present invention relates method manufacturing body made composite material shell helmet said constitutes multilayer structure layer formed superposed strata comprising portions fabrics preimpregnated thermoplastic resin least layers woven nonwoven lfrtptype outer “veil” type “felt” nonoriented fibers lengths comprised mm arranged mold subjected action exerted bag inflated due pressure occupying cavity,0
integrally formed safety helmet structure includes assembly shell body foam filling enclosed geometrical array texture structures disposed assembling interfaces manufacturing means mold molding module solid foaming technique bond form compact rigid multilayer complex reinforcement enhance structural strength entire also advantages materialsaving lightweight high security easy,0
device eg article athletic gear comprising postmolded expandable component part configured expanded molded may allow enhanced characteristics shockabsorbent lighter etc costeffectively manufactured using less material andor making various sizes customized user customfitting,0
articles methods obtaining measurements design andor manufacture personalized customized clothing alteration existing patterns measuring monitoring one parameters sizes shapes dimensions aspects body wearer article include stretchable material interwoven sensors conductive fibers socks bodysuits bras gloves hats forth customfitted includes shirts suits pants shorts dresses skirts undergarments sleepwear shoes exerciseactive wear protective eg helmet shoulder pads armor etc may used health fitness assessment,0
garment worn wearer exterior shell interior various impact absorbing material includes multiple structures rods filaments capable deforming force applied returning state prior application embodiments manufactured using injection molding allow positioning relative manufacture manufacturing one living hinges included portions certain accurately positioned methods may used threedimensional printing include,0
present invention system method creating customized protective equipment item improved fit measuring device takes measurements person sent computer software translating custom selection standard sized components used assemble assembly process builds completed wearer's size requirements,0
helmet assembly comprises facemask plurality female connectors directly indirectly affixed outer shell studs thereto selectively matable corresponding one pushing connector onto stud releasable pulling grasping portion moving along longitudinal axis first position second affixable mating removable releasing,0
helmet includes outer shell least first magnetic member inner padding secured inside spaced opposed repels connected,0
purpose folding helmet provided easily manufactured integrally molding half cap body including hinge structure center cell circumjacent synthetic resin material constitution divides hemispherical shape two bodies along line passing parietal region divided multiple cells connected rotational one separated become contactable state corresponding located outer circumference surface,0
present invention relates kind pad arrangement method manufactureat multiple hollow body filled elastic formed described combination layer pyroplastic deformation primary cover deformationin order realize structure especially cost advantages form retrofit pouchshaped protrusion aligned manner put protuberance extending,0
memory system includes nonvolatile devices nvm connected controller via channel provided data according interleaving approach respectively accesses determines number program operations may simultaneously executed conjunction additional operation upon comparing peak operating current associated sum respective currents least one reference,0
present disclosure luminous helmet comprising outer shell configured fit human head inner lightemitting band arranged along elongated slit opening light transmitting groove enclosing emitting manufacturing process formed first cut match lighttransmitting fixing grooves engage strips extending edges structure serves base house receive pressure injection material,0
crash helmet comprises outer shell annular arcshaped inner wall spaced apart define gap containing layer expandedpolystyrene injected provide respective rims mutually sealingly coupled means gasket engaged along,0
methods apparatus provided seamless ballistic resistant helmet one exemplary embodiment comprises high performance fibers consolidated matrix material arranged plurality substantially layers,0
protective helmet includes outer shell generally domeshaped section brim extending outwardly formed thermoplastic material support operative connection least portion heat resistant sufficiently rigid limit deformation upon exposure high temperature example melting point f method limiting hightemperature molding consist essentially comprising inches rear operatively connecting,0
disclosed apparatuses methods improving impact performance helmets allow head move within helmet dissipate forces upon plurality directions using compressible impactdissipating elements disposed base outer shell attached configured adapt interior sizeshape used preferably least “shortaxis” dimension also capable movement use appropriate attachment allowing,0
process manufacturing main body bike helmet includes following steps coating base layer resin uniformly entire shock absorbing liner protective form shell transferring pattern print iv clear spraying aforesaid able join tightly solidifies better durability prolong years use substantially lower production cost boost yield rate,0
method production printed objects former involves digital printing carrier b combined consists deepdrawable material deepdrawing adapt contours applying shaped spherical cap independent claim also included based curved surface provided pattern andor image deepdrawablematerial used digitallyprinted formfitting,0
